Offset(V)     Pid     Handle     Access Type             Details
0xe26938a0   2836       0x50  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x81ec2150   2836       0x54   0x1f0001 Mutant           
0x81e58530   2836       0x58   0x1f0003 Event            
0x81e7e230   2836       0x5c   0x1f0001 Mutant           
0x822d1e28   2836       0x60   0x1f0003 Event            
0x81f42de0   2836       0x64   0x1f0003 Event            
0x81f7c3a8   2836       0x68   0x1f0003 Event            
0x821f5528   2836       0x6c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x821f5318   2836       0x70   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe2771318   2836       0x74  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81f5af28   2836       0x78   0x1f0003 Event            
0x81f5af58   2836       0x7c   0x1f0003 Event            
0x81f4f030   2836       0x80   0x1f0001 Mutant           {b95b56f0-fd8f-cda2-2499-98ddf6338a17}
0x81f91b80   2836       0x84   0x1f0003 Event            
0x820f57f8   2836       0x88   0x1f03ff Thread           TID 3104 PID 2836
0x821b9d18   2836       0x8c   0x1f0003 Event            
0x81e4f2e0   2836       0x90   0x1f03ff Thread           TID 2480 PID 2836
0x81f87278   2836       0x94   0x1f0003 Semaphore        shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
0x821071d8   2836       0x98   0x1f03ff Thread           TID 3084 PID 2836
0x81e70478   2836       0x9c   0x1f03ff Thread           TID 2520 PID 2836
0x81df7da8   2836       0xa0   0x1f03ff Thread           TID 3112 PID 2836
0x822b90e0   2836       0xa4   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x821585e8   2836       0xa8   0x1f0003 Event            
0x821f5108   2836       0xac   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x820f6b88   2836       0xb0   0x1f0003 Event            
0x81fa4430   2836       0xb4   0x1f0003 Event            
0x821192c0   2836       0xb8   0x1f0003 Event            
0x81df7da8   2836       0xbc   0x1f03ff Thread           TID 3112 PID 2836
0x81f69c08   2836       0xc0   0x1f0003 IoCompletion     
0x81e251b8   2836       0xc4   0x1f0003 IoCompletion     
0x81f69c08   2836       0xc8   0x1f0003 IoCompletion     
0x8224d630   2836       0xcc   0x1f0001 Mutant           {72b34c23-c326-004d-0748-2bfcd1ba958e}
0x82275370   2836       0xd0   0x1f0003 Timer            {2312adf0-688f-3ca2-2499-98ddf6338a17}
0x822d1df8   2836       0xd4   0x100003 Event            
0x821f4ca0   2836       0xd8   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Desktop
0xe1baed90   2836       0xdc   0x1f0001 Port             
0x821c72b8   2836       0xe0   0x1f0001 Mutant           {17946661-cc4c-9b3b-255e-29729f404374}
0x82233768   2836       0xe4   0x1f0003 Event            {97f6d4af-7a42-74b9-53c4-3738fd96812a}
0x821ae978   2836       0xe8   0x1f0003 Event            {cf250eea-f141-19ac-be1b-d27fa005d409}
0xe1962eb8   2836       0xec        0x4 Section          
0x82190cc0   2836       0xf0   0x1f0001 Mutant           CTF.LBES.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe19e36d8   2836       0xf4    0xf0007 Section          CiceroSharedMemDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c70   2836       0xf8   0x1f0001 Mutant           CTF.Compart.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c20   2836       0xfc   0x1f0001 Mutant           CTF.Asm.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f28928   2836      0x100   0x1f0001 Mutant           CTF.Layouts.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f288d8   2836      0x104   0x1f0001 Mutant           CTF.TMD.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81efd878   2836      0x108   0x1f0001 Mutant           CTF.TimListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003MUTEX.DefaultS-1-5-21-343818398-920026266-854245398-1003
0xe2287c28   2836      0x10c    0xf001f Section          CTF.TimListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003SFM.DefaultS-1-5-21-343818398-920026266-854245398-1003
0x821f4eb0   2836      0x110   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe22722f0   2836      0x114    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
0x8211d0c0   2836      0x118   0x1f0003 Semaphore        shell.{6D5313C0-8C62-11D1-B2CD-006097DF8C11}
0x822b90e0   2836      0x11c   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x821d4820   2836      0x120   0x1f0003 Semaphore        shell.{7CB834F0-527B-11D2-9D1F-0000F805CA57}
0xe1961158   2836      0x124    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe2b8f848   2836      0x128    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81dfe580   2836      0x12c   0x1f0003 Event            
0xe114a6e8   2836      0x130    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81f1eae8   2836      0x134   0x1f0003 Event            
0xe15c2e40   2836      0x138       0x10 Key              USER
0x821d1ba8   2836      0x13c   0x1f0003 Event            
0xe2697b08   2836      0x140    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81defb18   2836      0x144   0x1f0003 Event            
0xe27ff838   2836      0x148       0x10 Key              USER
0x8229bb68   2836      0x14c   0x1f0003 Event            
0xe27cc7d0   2836      0x150    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81e23660   2836      0x154   0x1f0003 Event            
0xe163d938   2836      0x158    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x82206e70   2836      0x15c   0x1f0003 Event            
0xe264d458   2836      0x160    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x81de92b0   2836      0x164   0x1f0003 Event            
0xe1946bb8   2836      0x168    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81e7e3e0   2836      0x16c   0x1f0003 Event            
0xe29a9820   2836      0x170    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x8230af00   2836      0x174   0x1f0003 Event            
0xe29661b0   2836      0x178       0x10 Key              USER
0x81f84f28   2836      0x17c   0x1f0003 Event            
0xe2757768   2836      0x180    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x8222dd98   2836      0x184   0x1f0003 Event            
0xe228cc88   2836      0x188    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81fac6c8   2836      0x18c   0x1f0003 Event            
0xe12224b0   2836      0x190    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x8222ddc8   2836      0x194   0x1f0003 Event            
0xe1095290   2836      0x198    0x2001b Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY\P3GLOBAL
0xe14cb020   2836      0x19c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe2568138   2836      0x1a0    0x2001d Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY\P3SITES
0xe1414020   2836      0x1a4    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM
0x821fd7f8   2836      0x1a8   0x100000 Mutant           _!MSFTHISTORY!_
0xe26b0430   2836      0x1ac    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe2287c78   2836      0x1b0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe2b2def0   2836      0x1b4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\SHELL
0xe2568f68   2836      0x1b8   0x1f0001 Port             
0x81fa4760   2836      0x1bc   0x12019f File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x821102c8   2836      0x1c0   0x100000 Mutant           c:!documents and settings!peter haag!local settings!temporary internet files!content.ie5!
0xe12705c8   2836      0x1c4    0xf0007 Section          C:_Documents and Settings_Peter Haag_Local Settings_Temporary Internet Files_Content.IE5_index.dat_196608
0x8215ddf0   2836      0x1c8   0x100000 Mutant           c:!documents and settings!peter haag!cookies!
0x821f4a78   2836      0x1cc   0x12019f File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\index.dat
0x822be198   2836      0x1d0   0x100000 Mutant           c:!documents and settings!peter haag!local settings!history!history.ie5!
0x821f4860   2836      0x1d4   0x12019f File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5\index.dat
0xe26a7410   2836      0x1d8        0x2 Section          C:_Documents and Settings_Peter Haag_Local Settings_History_History.IE5_index.dat_32768
0x821a0030   2836      0x1dc   0x100000 Mutant           WininetStartupMutex
0x81f21f18   2836      0x1e0   0x1f0003 Event            
0xe14d6ae8   2836      0x1e4    0xf0007 Section          C:_Documents and Settings_Peter Haag_Cookies_index.dat_32768
0x82157c40   2836      0x1e8   0x100000 Mutant           WininetConnectionMutex
0x81e7bcc0   2836      0x1ec   0x1f0001 Mutant           
0x821a0088   2836      0x1f0   0x100000 Mutant           WininetProxyRegistryMutex
0xe25693d8   2836      0x1f4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe261a7f0   2836      0x1f8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1b7b5e8   2836      0x1fc    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
0xe291e150   2836      0x200    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81f4cca8   2836      0x204   0x1f0003 Semaphore        shell.{090851A5-EB96-11D2-8BE4-00C04FA31A66}
0x822a2278   2836      0x208   0x120001 Mutant           ShimCacheMutex
0xe181f8d0   2836      0x20c        0x2 Section          ShimSharedMemory
0xe19dee48   2836      0x210    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x8221db30   2836      0x214   0x1f0001 Mutant           
0x821f4638   2836      0x218   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe119f3d8   2836      0x21c    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\RUNMRU
0xe19e6d28   2836      0x220    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\TYPEDURLS
0x82238750   2836      0x224   0x1f0001 Mutant           
0x81f80d88   2836      0x228   0x1f0003 Event            
0x822ce3b0   2836      0x22c   0x1f0003 Event            
0x81f6a7b8   2836      0x230   0x1f0001 Mutant           
0x82229cd0   2836      0x234   0x1f0003 Event            
0x81f6a778   2836      0x238   0x1f0001 Mutant           
0x81f84f58   2836      0x23c   0x1f0003 Event            
0x82300da8   2836      0x240   0x1f03ff Thread           TID 3072 PID 2836
0x81e2ac90   2836      0x244   0x1f0003 Event            
0xe25691b0   2836      0x248   0x1f0001 Port             
0xe1957158   2836      0x24c    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FILEEXTS
0xe2b523b8   2836      0x250    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe270bbc8   2836      0x254    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe27e5910   2836      0x258    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x82236528   2836      0x25c   0x1f0001 Mutant           ZonesCacheCounterMutex
0x821a1450   2836      0x260   0x1f0001 Mutant           ZonesCounterMutex
0x81fa3a28   2836      0x264   0x1f0001 Mutant           ZonesLockedCacheCounterMutex
0xe1779d98   2836      0x268    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x821f30d8   2836      0x26c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x81f22e18   2836      0x270   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0xe1068480   2836      0x274    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1a75b58   2836      0x278    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe10e1c20   2836      0x27c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x82300da8   2836      0x280   0x1f03ff Thread           TID 3072 PID 2836
0x81eabbc8   2836      0x284   0x1f0003 Event            
0xe2afbbb8   2836      0x288    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0x821caaa8   2836      0x28c   0x1f0003 Event            
0xe26e2bd8   2836      0x290    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0xe271fa78   2836      0x294    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x820e8650   2836      0x298   0x1f0003 Event            
0xe11ac798   2836      0x29c    0x20019 Key              MACHINE\SYSTEM\SETUP
0x81e364d8   2836      0x2a0   0x1f0003 Semaphore        shell._ie_sessioncount
0xe1ad9360   2836      0x2a4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1ba7b70   2836      0x2a8    0xf0007 Section          UrlZonesSM_Peter Haag
0xe29c4718   2836      0x2ac    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\EXTENSIONS\{CD67F990-D8E9-11D2-98FE-00C0F0318AFE}
0xe16074b8   2836      0x2b0    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\EXTENSIONS\{E2E2DD38-D088-4134-82B7-F2BA38496583}
0x81fa4468   2836      0x2b4   0x120089 File             \Device\HarddiskVolume1\Program Files\Common Files\Adobe\Acrobat\ActiveX\AcroIEHelper.dll
0xe26efa80   2836      0x2b8    0xf0005 Section          
0xe10ce200   2836      0x2bc    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\MUICACHE
0xe2571758   2836      0x2c0    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\EXTENSIONS\{FB5F1910-F110-11D2-BB9E-00C04F795683}
0xe2b69a38   2836      0x2c4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe2951eb8   2836      0x2c8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe10e1580   2836      0x2cc    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe27e6210   2836      0x2d0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe29d9848   2836      0x2d4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\WINDOWS
0xe27fd2f8   2836      0x2d8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe195d2d0   2836      0x2dc    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe2b53b28   2836      0x2e0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe27c2488   2836      0x2e4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x81f83580   2836      0x2e8   0x1f0003 Event            
0xe2b91af8   2836      0x2ec    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x821df418   2836      0x2f0   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe2623860   2836      0x2f4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x820f68e8   2836      0x2f8   0x1f03ff Thread           TID 3060 PID 2836
0x81e72938   2836      0x2fc   0x1f0003 Event            
0xe1144758   2836      0x300   0x1f0001 Port             
0xe2abd4c8   2836      0x304    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe27ecc28   2836      0x308    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\SHELL EXTENSIONS\BLOCKED
0x8226d550   2836      0x30c   0x1f0003 Event            
0xe2b5c5d0   2836      0x310   0x1f0001 Port             OLEF03830639F474EECB7AE62E00F3D
0x81f3fb30   2836      0x314   0x1f03ff Thread           TID 3128 PID 2836
0x81dfe340   2836      0x318   0x1f0003 Event            
0x81f2fb70   2836      0x31c   0x120089 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\mail[2]
0xe2764790   2836      0x320    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1a126f8   2836      0x324    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\SHELL EXTENSIONS\BLOCKED
0xe29205e8   2836      0x328    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\SHELL EXTENSIONS\CACHED
0xe16496b0   2836      0x32c    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\SHELL EXTENSIONS\CACHED
0x821ce2e8   2836      0x330   0x1f0003 Event            
0xe1ad92e0   2836      0x334    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe10cc5f8   2836      0x338    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe11874b8   2836      0x33c   0x1f0001 Port             
0x81f74c60   2836      0x340   0x1f0003 Event            
0x81e23ba8   2836      0x344   0x1f03ff Thread           TID 2816 PID 2836
0x8213fab8   2836      0x348   0x1f0003 Event            
0x82200880   2836      0x34c   0x1f0003 Event            
0x81f66668   2836      0x350   0x1f0003 Event            
0x82209b38   2836      0x354   0x1f01ff File             \Device\Tcp
0xe2b357c0   2836      0x358   0x1f0001 Port             
0xe11797a0   2836      0x35c   0x1f0001 Port             
0xe16703d8   2836      0x360    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1042310   2836      0x364    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe11ba2c0   2836      0x368    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1684bc0   2836      0x36c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81df6418   2836      0x370   0x1f03ff Thread           TID 2808 PID 2836
0xe11af740   2836      0x374    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x820f6158   2836      0x378   0x100003 Event            
0xe2621e50   2836      0x37c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe27bb7a0   2836      0x380    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x82108208   2836      0x384   0x1f0003 Event            
0xe17585e8   2836      0x388    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x8221a550   2836      0x38c   0x1f0001 Mutant           MSCTF.Shared.MUTEX.MAG
0x81e9a160   2836      0x390  0x21f0003 Event            
0xe26a6568   2836      0x394    0xf001f Section          MSCTF.Shared.SFM.MAG
0x821ff3b8   2836      0x398   0x1f0003 Event            
0x82146d38   2836      0x39c   0x1f0003 Event            
0x81e65558   2836      0x3a0   0x1f0003 Timer            
0x81faac20   2836      0x3a4   0x1f0003 IoCompletion     
0xe27ece10   2836      0x3a8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x81e2cb18   2836      0x3b0   0x1f0003 Semaphore        
0x8210e4f8   2836      0x3b4   0x1f0003 IoCompletion     
0x81eb0378   2836      0x3b8   0x100003 Event            
0x81eb0728   2836      0x3bc   0x1f0003 Semaphore        
0xe29cd668   2836      0x3c0    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
0x81e2caa8   2836      0x3c4   0x100003 Semaphore        
0x81e2ca70   2836      0x3c8   0x100003 Semaphore        
0x81e2ca38   2836      0x3cc   0x1f0003 Semaphore        
0x81eddc68   2836      0x3d0   0x1f0001 Mutant           MacromediaMutexOmega
0xe22d49c8   2836      0x3d4   0x1f0001 Port             
0x821f63b8   2836      0x3d8   0x100000 File             \Device\Dfs
0x81e5e9c0   2836      0x3e8   0x1f01ff File             \Device\Afd\Endpoint
0x821e4150   2836      0x3ec   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x81f16020   2836      0x3f0       0x4a Thread           TID 3536 PID 2836
0x81e60e30   2836      0x3f4   0x1f0003 Event            
0x8212e250   2836      0x3f8   0x1f0003 Event            userenv:  User Profile setup event
0x81e010e0   2836      0x400   0x1f01ff File             \Device\Tcp
0x81f501d8   2836      0x404   0x1f03ff Thread           TID 444 PID 2836
0x821e34a0   2836      0x408   0x100001 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites
0x81f271d0   2836      0x40c   0x1f0001 Mutant           _SHuassist.mtx
0xe1b926c8   2836      0x410    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe235e1b0   2836      0x414    0x10003 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{75048700-EF1F-11D0-9888-006097DEACF9}\COUNT
0xe1bb5348   2836      0x418    0x10003 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{5E6AB780-7743-11CF-A12B-00AA004AE837}\COUNT
0xe27f0d40   2836      0x41c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\ACTIVE SETUP\INSTALLED COMPONENTS\{89820200-ECBD-11CF-8B85-00AA005B4383}
0x81f667a0   2836      0x420   0x100003 Event            
0x81e8eda8   2836      0x424   0x1f03ff Thread           TID 3120 PID 2836
0x821d8d00   2836      0x428   0x1f0003 Event            
0xe1a71218   2836      0x42c    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\APPDATALOW\{2E336455-E9B0-F14F-5962-9DB6F3E4D758}
0x81e3c798   2836      0x430   0x1f0003 Event            
0xe114a970   2836      0x434    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELL
0x822c45a0   2836      0x438   0x100003 Event            
0x81e8eda8   2836      0x43c   0x1f03ff Thread           TID 3120 PID 2836
0x81e9c3c0   2836      0x440   0x1f0003 Event            
0x821f3330   2836      0x444   0x1f01ff File             \Device\Afd\Endpoint
0x822544b0   2836      0x448   0x1f01ff File             \Device\Udp
0xe1179738   2836      0x44c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e2c9c8   2836      0x450   0x100003 Semaphore        
0x82185080   2836      0x454   0x1f0003 Event            
0x81e2c990   2836      0x458   0x100003 Semaphore        
0xe2b35450   2836      0x45c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81f35288   2836      0x460  0x21f0003 Event            
0x81f35248   2836      0x464   0x1f0001 Mutant           
0x821e2c28   2836      0x468   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x81efe9e8   2836      0x46c   0x100000 Mutant           RasPbFile
0x821778a8   2836      0x470   0x1f0003 Event            
0x8236b600   2836      0x474   0x1f0003 Event            
0x8236b5d0   2836      0x478   0x1f0003 Event            
0x81e2c958   2836      0x47c   0x100003 Semaphore        
0x81e2c920   2836      0x480   0x100003 Semaphore        
0x821d89d0   2836      0x484   0x1f0003 Event            
0x821d89a0   2836      0x488   0x1f0003 Event            
0x81e2c8e8   2836      0x48c   0x100003 Semaphore        
0x81e2c8b0   2836      0x490   0x100003 Semaphore        
0xe266c0e0   2836      0x494    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\TRACING\RASAPI32
0x821ae1e8   2836      0x498   0x1f0003 Event            
0x821ae1b8   2836      0x49c   0x1f0003 Event            
0x81e70478   2836      0x4a0   0x1f03ff Thread           TID 2520 PID 2836
0x82366968   2836      0x4a4   0x1f0003 Event            
0xe268d178   2836      0x4a8        0x4 Section          SENS Information Cache
0xe11205d8   2836      0x4ac   0x1f0001 Port             
0xe2b811e0   2836      0x4b0  0x20f003f Key              USER
0xe294b460   2836      0x4b4        0x3 Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0xe2757f20   2836      0x4b8    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\HARDWARE PROFILES\0001
0xe19591b0   2836      0x4bc    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
