Offset(P)    #Ptr   #Hnd Access Name
0x021f4440      2      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\iepeers.dll
0x021f4638      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f4860      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5\index.dat
0x021f4a78      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\index.dat
0x021f4ca0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Desktop
0x021f4eb0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f5108      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f5318      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f5528      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f5b38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\asfsipc.dll
0x021f5f28      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\misc6[1].js
0x021f71a0      3      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\mozilla-profile\downloads.sqlite
0x021f78d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021f7968      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5\MSHist012010050520100506
0x021f7cb8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021f7d50      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5
0x021f7f28      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\CAGLS7KR.swf
0x021f81d8      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\test_domain[2].js
0x021f9028      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\icon_info[1].gif
0x021f93d8      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\2L4TUFA5
0x021f9470      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ncobjapi.dll
0x021f98b0      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\p[1]
0x021f9aa8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Desktop\LimeWire 5.1.3.lnk
0x021f9ca0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\trend_-1[1].gif
0x021f9e98      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\Microsoft\SystemCertificates\My
0x021faf90      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\login_corners_sprite[1].png
0x021fb290      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x021fb6a0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites
0x021fb870      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Java\jre6\lib\i386\jvm.cfg
0x021fc160      1      0 R--r-- \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Adobe\Updater5\AdobeESDGlobalApps.xml
0x021fc488      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pdh.dll
0x021fc5f0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\ser_div[1].gif
0x021fca20      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021fd128      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\browser\xulrunner\xpcom.dll
0x021fd6e0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\courbd.ttf
0x021fddb8      2      1 ------ \Device\NamedPipe\atsvc
0x021ff540      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0x02201d58      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x02201f90      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\ADTECH;loc=100;target=_blank;key=key1+key2+key3+key4;grp=[group];misc=1273059701084[1]
0x022021e0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\cmd.exe
0x022023b0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\hea_div[1].gif
0x02202940      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\addyn_3[6]
0x02202c90      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\ARIALNI.TTF
0x02203488      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@www.raiffeisen[1].txt
0x02204248      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msls31.dll
0x022042e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mshtml.dll
0x02204f90      3      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\mozilla-profile\key3.db
0x02206888      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\jusched.exe
0x022069f0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\tahoma.ttf
0x02206bc8      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\mail[1]
0x02206d90      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\newsnetz_vg_original[2].js
0x02207028      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\AdobeUpdater.dll
0x022072d8      3      1 -W-r-- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Adobe\Updater5\aumLib.log
0x022076c8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers
0x02207760      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts
0x022078c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Tasks\desktop.ini
0x02207d90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02208750      1      1 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Adobe\Acrobat\8.0\Updater\updater.log
0x02208e80      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\tunga.ttf
0x022094b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scesrv.dll
0x02209700      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\BKANT.TTF
0x02209908      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\nio.dll
0x02209d30      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\rc[2].gif
0x0220b578      2      0 R----- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Adobe\Acrobat\8.0\Updater\updater.log
0x0220b7c8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Proof\MSLID.DLL
0x0220bdc8      3      1 R--r-- \Device\HarddiskVolume1\PROGRA~1\COMMON~1\MICROS~1\SMARTT~1\MOFL.DLL
0x0220bf00      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\lib\pango\1.4.0\modules\pango-basic-win32.dll
0x0220c650      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\mail[2]
0x0220c888      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0220cb50      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0220d028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\ARIALNB.TTF
0x0220da50      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\messages_de[1].js
0x0220e250      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0220e2f0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\DAO
0x0220e388      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x0220e968      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0220f848      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0220faf0      1      1 ------ \Device\Afd\Endpoint
0x0220ff90      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x02210220      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Java\jre6\bin\jp2native.dll
0x02210550      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022105e8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA
0x022107e0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP
0x02210b98      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02210d00      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\impact.ttf
0x02210e28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x02210f90      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\georgiaz.ttf
0x022111e0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\gautami.ttf
0x02211948      2      1 RWDrwd \Device\HarddiskVolume1\DOCUME~1\PETERH~1\LOCALS~1\Temp\~DF50CB.tmp
0x02211de0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\latha.ttf
0x022120f0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\pala.ttf
0x022129c8      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\aopalliance.jar
0x02214a28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x02214f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022153c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02215960      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02215b08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x02216458      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsasrv.dll
0x02217bf8      2      1 RWDrw- \Device\HarddiskVolume1\WINDOWS\Temp\Perflib_Perfdata_bc.dat
0x02217df8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\Default_Size_16_1x1[1].gif
0x02218120      2      1 RWDrwd \Device\HarddiskVolume1\DOCUME~1\PETERH~1\LOCALS~1\Temp\~DF4DC6.tmp
0x02218450      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02218a70      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041b
0x02218b08      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0419
0x02218ba0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0416
0x02218e38      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040e
0x02218ed0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040D
0x02218f68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040C
0x02219028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\fontmanager.dll
0x02219150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\desktop.ini
0x02219470      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdsapi.dll
0x022195d8      3      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Real\Plugins\ExtResources\core3260.xrs
0x02219c40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\framd.ttf
0x02219e98      3      1 R--rw- \Device\HarddiskVolume1\Program Files\Java\jre6\lib\resources.jar
0x0221a028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\OUTLOOK.TTF
0x0221a668      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\addyn_3[2]
0x0221a860      1      0 -W-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\gate_rf[1].htm
0x0221ae80      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netstat.exe
0x0221d110      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\net.dll
0x0221d220      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x0221d7a8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\LimeWire\lib\SystemUtilities.dll
0x0221de70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x0221e0c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pngfilt.dll
0x0221e788      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mshtmled.dll
0x0221e9b0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\c[1].gif
0x0221eeb0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dxtrans.dll
0x0221f128      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\jquery.form[1].js
0x0221f9b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0221fc90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\AT1217_994x118[1].gif
0x02220028      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0413
0x022200f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0415
0x02220188      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0414
0x02220570      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\rss_icon_small[1].png
0x02220798      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\1230[1].gif
0x022209c0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\pic_invis[1].gif
0x02220b90      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Microsoft Office\Office10\EXCEL.EXE
0x022213e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x02221770      2      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0x02221890      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x02221e98      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\blank[1].gif
0x02222070      1      0 -W-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\mail[1].htm
0x022222b0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022224b0      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0x02222878      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\awt.dll
0x022233f0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\icon_bildstrecken[1].png
0x02223898      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\additional_resources.jar
0x02223aa0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jacob-1.14.1.jar
0x02223cb0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\iTunes-0.0.1.jar
0x02223eb0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\vorbisspi.jar
0x02224028      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\onion-common.jar
0x02224160      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\tritonus.jar
0x02224330      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\swingx-0.9.4.jar
0x02224538      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\swing-worker-1.1.jar
0x02224780      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\smackx.jar
0x02224988      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\smackx-debug.jar
0x02224c48      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\smack.jar
0x02224e60      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\onion-fec.jar
0x02225028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x02225288      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\mp3spi.jar
0x02225760      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\mozswing.jar
0x02225a18      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\mozdom4java.jar
0x02225d48      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\miglayout.jar
0x02225f28      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jdic_stub.jar
0x02226028      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jdic.jar
0x022261c0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jxlayer.jar
0x022263c8      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jorbis.jar
0x022265c8      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jogg.jar
0x02226890      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jna.jar
0x02226a90      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jmdns.jar
0x02226ca0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jl.jar
0x02226eb0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jflac.jar
0x02227258      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jcraft.jar
0x02227450      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jcip-annotations.jar
0x022276b0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\jaudiotagger.jar
0x022277d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x02227968      1      1 ------ \Device\Afd\AsyncConnectHlp
0x02227ae0      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SAM
0x02227c48      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\icu4j.jar
0x02227e18      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\httpcore-nio-4.0-beta2.jar
0x02228f28      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\hsqldb.jar
0x02229148      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\httpcore-4.0-beta2.jar
0x02229530      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\httpclient-4.0-beta1.jar
0x02229698      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\guice-snapshot.jar
0x02229868      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\guice-assistedinject-snapshot.jar
0x02229f90      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\glazedlists-1.7.0_java15.jar
0x0222a210      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\gettext-commons.jar
0x0222de00      3      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\mshtml.tlb
0x0222def8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\msadc
0x0222df90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player
0x0222f0a0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\SchedLgU.Txt
0x0222f228      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\Tasks
0x0222f510      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin
0x0222f5a8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\microsoft frontpage\version3.0\bin
0x0222f840      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0222ff90      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\grippy[1].gif
0x02231240      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0C0A
0x022312d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0816
0x02231370      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0804
0x022342a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02234800      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022378a0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\border_blue[1].gif
0x022391e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0406
0x02239280      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0405
0x02239318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0404
0x02239ad0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent
0x02239b68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system
0x0223a9a8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\logging.properties
0x0223aa40      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\javaws.jar
0x0223af50      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\certificate\limewire.keystore
0x0223ba30      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\plugin.jar
0x0223c0a0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x0223c7b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0223e280      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0223e318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent\intl
0x0223e6a8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0223e818      1      1 ------ \Device\NamedPipe\epmapper
0x0223ec08      1      1 ------ \Device\NamedPipe\spoolss
0x0223f760      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\iepeers.dll
0x02241e60      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0424
0x02241ef8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041f
0x02241f90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041D
0x02242230      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\Checkers.api
0x02246bb8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022483b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrss.exe
0x02248b80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arialbd.ttf
0x02248e38      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\img_no2[1].png
0x0224ac38      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\lsansi.ttf
0x0224b028      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\jquery.validate.min[1].js
0x0224b210      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Common Files\Real\Common\pnen3260.dll
0x0224b450      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Office10\1033\MSOINTL.DLL
0x0224b668      3      1 R--r-- \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x0224b838      1      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire
0x0224ba10      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dbghelp.dll
0x0224c668      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0224cd78      2      1 ------ \Device\Afd\Endpoint
0x0224d108      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x0224df90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\icon_dossier[1].png
0x0224e200      1      1 R--rw- \Device\HarddiskVolume1\Program Files\BitTorrent
0x0224e530      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0224eb28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
